Organism_name	Host_Class	Virus_Class	Host_genus	CAI	Host	median	CodonSum
Tunisian small ruminant pestivirus :Orthotulasvirus tulasnellae:RNA:Capra hircus:GCF_029886445.1	other mammals	RNA virus	Ovis	0.672711723845727	Ovis_aries.Oar_v3.1	0.75303115	3894
Visna-maedi virus :Visna-maedi virus:ssRNA-RT::GCF_000849025.1	other mammals	RNA virus	Ovis	0.620081871843952	Ovis_aries.Oar_v3.1	0.75303115	3017
Wad Medani virus :Wad Medani virus:dsRNA:Rhipicephalus:GCF_001184905.1	other mammals	RNA virus	Ovis	0.645139492531595	Ovis_aries.Oar_v3.1	0.75303115	6156
Wesselsbron virus :Orthoflavivirus wesselsbronense:ssRNA(+)::GCF_000883915.1	other mammals	RNA virus	Ovis	0.716224871348218	Ovis_aries.Oar_v3.1	0.75303115	3405
West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1	other mammals	RNA virus	Ovis	0.725505239369911	Ovis_aries.Oar_v3.1	0.75303115	4621
West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1	other mammals	RNA virus	Ovis	0.720972780272122	Ovis_aries.Oar_v3.1	0.75303115	7181
Alphapolyomavirus quartipanos :Alphapolyomavirus quartipanos:dsDNA:Pan troglodytes verus:GCF_000902835.1	other mammals	DNA virus	Pan	0.658012745882036	Pan_paniscus.panpan1.1	0.7367061	2108
Chimpanzee adenovirus Y25 :Human mastadenovirus E:dsDNA:Pan troglodytes:GCF_000897015.1	other mammals	DNA virus	Pan	0.764751130640961	Pan_troglodytes.Pan_tro_3.0	0.7298521	10631
Chimpanzee associated porprismacovirus 1 :Chimpanzee associated porprismacovirus 1:ssDNA:Pan troglodytes:GCF_003033555.1	other mammals	DNA virus	Pan	0.658744667698828	Pan_paniscus.panpan1.1	0.7367061	650
Chimpanzee associated porprismacovirus 2 :Chimpanzee associated porprismacovirus 2:ssDNA:Pan troglodytes:GCF_003033565.1	other mammals	DNA virus	Pan	0.690912043537042	Pan_paniscus.panpan1.1	0.7367061	1322
Chimpanzee faeces associated circular DNA virus 1 :Chimpanzee faeces associated circular DNA virus 1:ssDNA(+/-):Pan troglodytes:GCF_001684725.1	other mammals	DNA virus	Pan	0.690910195456392	Pan_paniscus.panpan1.1	0.7367061	964
Chimpanzee herpesvirus strain 105640 :Simplexvirus paninealpha3:dsDNA:Pan troglodytes:GCF_000918475.1	other mammals	DNA virus	Pan	0.678141183673824	Pan_troglodytes.Pan_tro_3.0	0.7298521	41218
Chimpanzee polyomavirus Bob :Alphapolyomavirus panos:dsDNA:Pan troglodytes verus:GCF_000890335.1	other mammals	DNA virus	Pan	0.616435401884479	Pan_paniscus.panpan1.1	0.7367061	1805
Encephalomyocarditis virus :Cardiovirus A:ssRNA(+)::GCF_000862985.1	other mammals	RNA virus	Pan	0.712973222345049	Pan_paniscus.panpan1.1	0.7367061	3464
Enterovirus A :Enterovirus A:ssRNA(+)::GCF_000861905.1	other mammals	RNA virus	Pan	0.697119645028884	Pan_paniscus.panpan1.1	0.7367061	2193
Enterovirus B :Enterovirus B:ssRNA(+)::GCF_000861325.1	other mammals	RNA virus	Pan	0.686740204490437	Pan_paniscus.panpan1.1	0.7367061	2182
Enterovirus C :Enterovirus C:ssRNA(+)::GCF_000861165.1	other mammals	RNA virus	Pan	0.687534520005607	Pan_paniscus.panpan1.1	0.7367061	2209
Enterovirus J :Enterovirus J:ssRNA(+)::GCF_000875085.1	other mammals	RNA virus	Pan	0.676273665377855	Pan_paniscus.panpan1.1	0.7367061	2179
Enterovirus J :Enterovirus J:ssRNA(+)::GCF_000884595.1	other mammals	RNA virus	Pan	0.667601914932383	Pan_paniscus.panpan1.1	0.7367061	2178
Enterovirus sp. :Enterovirus sp.:ssRNA(+):Mandrillus sphinx:GCF_000919855.1	other mammals	RNA virus	Pan	0.685313422008843	Pan_paniscus.panpan1.1	0.7367061	2182
GB virus C :Pegivirus hominis:ssRNA(+)::GCF_000862005.1	other mammals	RNA virus	Pan	0.683991443915866	Pan_paniscus.panpan1.1	0.7367061	2873
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003656345.1	other mammals	DNA virus	Pan	0.687808021128959	Pan_paniscus.panpan1.1	0.7367061	738
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003846465.1	other mammals	DNA virus	Pan	0.657428661194473	Pan_paniscus.panpan1.1	0.7367061	822
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003846485.1	other mammals	DNA virus	Pan	0.663789198672188	Pan_paniscus.panpan1.1	0.7367061	975
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584285.1	other mammals	DNA virus	Pan	0.682612809042033	Pan_paniscus.panpan1.1	0.7367061	643
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584295.1	other mammals	DNA virus	Pan	0.715901981589344	Pan_paniscus.panpan1.1	0.7367061	647
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584305.1	other mammals	DNA virus	Pan	0.692696200903997	Pan_paniscus.panpan1.1	0.7367061	617
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584325.1	other mammals	DNA virus	Pan	0.68138690166602	Pan_paniscus.panpan1.1	0.7367061	612
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584415.1	other mammals	DNA virus	Pan	0.705334298326829	Pan_paniscus.panpan1.1	0.7367061	640
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584435.1	other mammals	DNA virus	Pan	0.716248199645219	Pan_paniscus.panpan1.1	0.7367061	653
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584445.1	other mammals	DNA virus	Pan	0.697539525617355	Pan_paniscus.panpan1.1	0.7367061	643
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584455.1	other mammals	DNA virus	Pan	0.714569620960366	Pan_paniscus.panpan1.1	0.7367061	651
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584465.1	other mammals	DNA virus	Pan	0.685639407101833	Pan_paniscus.panpan1.1	0.7367061	638
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584485.1	other mammals	DNA virus	Pan	0.686612223222673	Pan_paniscus.panpan1.1	0.7367061	646
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584495.1	other mammals	DNA virus	Pan	0.703545089335982	Pan_paniscus.panpan1.1	0.7367061	656
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584505.1	other mammals	DNA virus	Pan	0.673223658036932	Pan_paniscus.panpan1.1	0.7367061	628
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584515.1	other mammals	DNA virus	Pan	0.725641242772954	Pan_paniscus.panpan1.1	0.7367061	555
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584535.1	other mammals	DNA virus	Pan	0.716359622000641	Pan_paniscus.panpan1.1	0.7367061	622
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584555.1	other mammals	DNA virus	Pan	0.709900924575629	Pan_paniscus.panpan1.1	0.7367061	639
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584565.1	other mammals	DNA virus	Pan	0.714463733683842	Pan_paniscus.panpan1.1	0.7367061	620
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584595.1	other mammals	DNA virus	Pan	0.707538527008171	Pan_paniscus.panpan1.1	0.7367061	632
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584615.1	other mammals	DNA virus	Pan	0.712841556291951	Pan_paniscus.panpan1.1	0.7367061	640
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584635.1	other mammals	DNA virus	Pan	0.712619775447453	Pan_paniscus.panpan1.1	0.7367061	670
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584665.1	other mammals	DNA virus	Pan	0.686358118616393	Pan_paniscus.panpan1.1	0.7367061	626
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584675.1	other mammals	DNA virus	Pan	0.68549133693414	Pan_paniscus.panpan1.1	0.7367061	631
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584685.1	other mammals	DNA virus	Pan	0.702710839971492	Pan_paniscus.panpan1.1	0.7367061	658
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584705.1	other mammals	DNA virus	Pan	0.713867572600013	Pan_paniscus.panpan1.1	0.7367061	641
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584715.1	other mammals	DNA virus	Pan	0.721111608053952	Pan_paniscus.panpan1.1	0.7367061	641
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584725.1	other mammals	DNA virus	Pan	0.715712538550894	Pan_paniscus.panpan1.1	0.7367061	633
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584735.1	other mammals	DNA virus	Pan	0.694798628007707	Pan_paniscus.panpan1.1	0.7367061	604
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584745.1	other mammals	DNA virus	Pan	0.755419202346463	Pan_paniscus.panpan1.1	0.7367061	567
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584335.1	other mammals	DNA virus	Pan	0.691010516678263	Pan_paniscus.panpan1.1	0.7367061	624
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584525.1	other mammals	DNA virus	Pan	0.697928152299558	Pan_paniscus.panpan1.1	0.7367061	630
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584575.1	other mammals	DNA virus	Pan	0.70665578564626	Pan_paniscus.panpan1.1	0.7367061	624
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584655.1	other mammals	DNA virus	Pan	0.738322812335751	Pan_paniscus.panpan1.1	0.7367061	647
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Metazoa:GCF_018584545.1	other mammals	DNA virus	Pan	0.705457259946019	Pan_paniscus.panpan1.1	0.7367061	611
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Oncorhynchus mykiss:GCF_018584625.1	other mammals	DNA virus	Pan	0.744557077091612	Pan_paniscus.panpan1.1	0.7367061	643
Genomoviridae sp. :Genomoviridae sp.:ssDNA:unidentified:GCF_018591265.1	other mammals	DNA virus	Pan	0.695891259490246	Pan_paniscus.panpan1.1	0.7367061	640
Hepatitis B virus :Hepatitis B virus:dsDNA-RT::GCF_000861825.2	other mammals	DNA virus	Pan	0.66782935426646	Pan_paniscus.panpan1.1	0.7367061	2277
Human T-cell leukemia virus type I :Primate T-lymphotropic virus 1:ssRNA-RT::GCF_000863585.1	other mammals	RNA virus	Pan	0.666901360041836	Pan_paniscus.panpan1.1	0.7367061	3755
Human adenovirus 5 :Human mastadenovirus C:dsDNA::GCF_000857865.1	other mammals	DNA virus	Pan	0.710270789813672	Pan_paniscus.panpan1.1	0.7367061	11317
Human betaherpesvirus 6B :Roseolovirus humanbeta6b:dsDNA:Homo sapiens:GCF_000846365.1	other mammals	DNA virus	Pan	0.632392438341613	Pan_paniscus.panpan1.1	0.7367061	45484
Human coronavirus OC43 :Betacoronavirus 1:ssRNA(+)::GCF_003972325.1	other mammals	RNA virus	Pan	0.658053603490638	Pan_paniscus.panpan1.1	0.7367061	10081
Human gammaherpesvirus 8 :Rhadinovirus humangamma8:dsDNA:Homo sapiens:GCF_000838265.1	other mammals	DNA virus	Pan	0.670756175464977	Pan_paniscus.panpan1.1	0.7367061	38731
Human immunodeficiency virus 1 :Human immunodeficiency virus 1:ssRNA-RT:Homo sapiens:GCF_000864765.1	other mammals	RNA virus	Pan	0.62008374335126	Pan_paniscus.panpan1.1	0.7367061	3757
Human mastadenovirus B :Human mastadenovirus B:dsDNA:Homo sapiens:GCF_000857085.1	other mammals	DNA virus	Pan	0.698494777644135	Pan_paniscus.panpan1.1	0.7367061	11431
Human mastadenovirus B :Human mastadenovirus B:dsDNA:Homo sapiens:GCF_000880515.1	other mammals	DNA virus	Pan	0.718321657494635	Pan_paniscus.panpan1.1	0.7367061	11530
Human mastadenovirus C :Human mastadenovirus C:dsDNA:Homo sapiens:GCF_000845085.1	other mammals	DNA virus	Pan	0.710673957741561	Pan_paniscus.panpan1.1	0.7367061	11720
Human mastadenovirus E :Human mastadenovirus E:dsDNA::GCF_000859665.1	other mammals	DNA virus	Pan	0.748599036702067	Pan_troglodytes.Pan_tro_3.0	0.7298521	11481
Human metapneumovirus :Metapneumovirus hominis:ssRNA(-)::GCF_002815375.1	other mammals	RNA virus	Pan	0.597346051507213	Pan_paniscus.panpan1.1	0.7367061	4163
Human respirovirus 3 :Respirovirus pneumoniae:ssRNA(-)::GCF_000850205.1	other mammals	RNA virus	Pan	0.597574336317772	Pan_paniscus.panpan1.1	0.7367061	5389
Human respirovirus 3 :Respirovirus pneumoniae:ssRNA(-)::GCF_006298365.1	other mammals	RNA virus	Pan	0.59491411467644	Pan_paniscus.panpan1.1	0.7367061	4840
Monkeypox virus :Monkeypox virus:dsDNA:Homo sapiens:GCF_014621545.1	other mammals	DNA virus	Pan	0.609364166835817	Pan_paniscus.panpan1.1	0.7367061	55179
Panine betaherpesvirus 2 :Cytomegalovirus paninebeta2:dsDNA:Pan troglodytes:GCF_000843725.1	other mammals	DNA virus	Pan	0.722721607047892	Pan_troglodytes.Pan_tro_3.0	0.7298521	65678
Picornaviridae sp. :Picornaviridae sp.:ssRNA(+):Grus japonensis:GCF_003389975.1	other mammals	RNA virus	Pan	0.665071155924511	Pan_paniscus.panpan1.1	0.7367061	2231
Respiratory syncytial virus :Orthopneumovirus bovis:ssRNA(-)::GCF_000856445.1	other mammals	RNA virus	Pan	0.589967721784797	Pan_paniscus.panpan1.1	0.7367061	4446
Rhinovirus C :Rhinovirus C:ssRNA(+)::GCF_000872325.1	other mammals	RNA virus	Pan	0.661995260710967	Pan_paniscus.panpan1.1	0.7367061	2144
Simian foamy virus :Simian foamy virus:ssRNA-RT:Macaca fascicularis:GCF_004788255.1	other mammals	RNA virus	Pan	0.633408095967327	Pan_paniscus.panpan1.1	0.7367061	3587
Simian immunodeficiency virus :Simian immunodeficiency virus:ssRNA-RT:Chlorocebus aethiops:GCF_000863925.1	other mammals	RNA virus	Pan	0.634924599466987	Pan_paniscus.panpan1.1	0.7367061	3399
TTV-like mini virus :TTV-like mini virus:ssDNA(-):Homo sapiens:GCF_018580655.1	other mammals	DNA virus	Pan	0.606300619215572	Pan_paniscus.panpan1.1	0.7367061	875
Torque teno virus 14 :Alphatorquevirus homin14:ssDNA(-):Pan troglodytes:GCF_000888915.1	other mammals	DNA virus	Pan	0.68287596163316	Pan_paniscus.panpan1.1	0.7367061	899
Torque teno virus 2 :Alphatorquevirus homin2:ssDNA(-):Pan troglodytes:GCF_000890135.1	other mammals	DNA virus	Pan	0.657307141401027	Pan_paniscus.panpan1.1	0.7367061	848
Torque teno virus 23 :Torque teno virus 23:ssDNA(-):Pan troglodytes:GCF_002818385.1	other mammals	DNA virus	Pan	0.659724322983238	Pan_paniscus.panpan1.1	0.7367061	948
Torque teno virus :Torque teno virus:ssDNA(-)::GCF_018580245.1	other mammals	DNA virus	Pan	0.655173884431025	Pan_paniscus.panpan1.1	0.7367061	1044
Zaire ebolavirus :Orthoebolavirus zairense:ssRNA(-)::GCF_000848505.1	other mammals	RNA virus	Pan	0.638766185491528	Pan_paniscus.panpan1.1	0.7367061	5493
Cowpox virus :Cowpox virus:dsDNA::GCF_000839185.1	other mammals	DNA virus	Panthera	0.632750319229787	Panthera_pardus.PanPar1.0	0.7468723	69582
Encephalomyocarditis virus :Cardiovirus A:ssRNA(+)::GCF_000862985.1	other mammals	RNA virus	Panthera	0.729737531048474	Panthera_pardus.PanPar1.0	0.7468723	3464
Felid alphaherpesvirus 1 :Varicellovirus felidalpha1:dsDNA::GCF_000885455.1	other mammals	DNA virus	Panthera	0.626816019191733	Panthera_pardus.PanPar1.0	0.7468723	39558
Feline calicivirus :Feline calicivirus:ssRNA(+)::GCF_000853345.1	other mammals	RNA virus	Panthera	0.702143723669474	Panthera_pardus.PanPar1.0	0.7468723	2537
Feline calicivirus :Feline calicivirus:ssRNA(+)::GCF_008767155.1	other mammals	RNA virus	Panthera	0.698770971788575	Panthera_pardus.PanPar1.0	0.7468723	2434
Feline immunodeficiency virus :Feline immunodeficiency virus:ssRNA-RT:Feliformia:GCF_000854865.1	other mammals	RNA virus	Panthera	0.617090213458642	Panthera_pardus.PanPar1.0	0.7468723	1703
Feline leukemia virus :Feline leukemia virus:ssRNA-RT::GCF_000850105.1	other mammals	RNA virus	Panthera	0.658371840304352	Panthera_pardus.PanPar1.0	0.7468723	2427
Feline morbillivirus :Morbillivirus felis:ssRNA(-):Felis catus:GCF_002815235.1	other mammals	RNA virus	Panthera	0.629929099908463	Panthera_pardus.PanPar1.0	0.7468723	4857
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003656345.1	other mammals	DNA virus	Panthera	0.697759865688419	Panthera_pardus.PanPar1.0	0.7468723	738
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003846465.1	other mammals	DNA virus	Panthera	0.66763998471707	Panthera_pardus.PanPar1.0	0.7468723	822
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003846485.1	other mammals	DNA virus	Panthera	0.669985303390218	Panthera_pardus.PanPar1.0	0.7468723	975
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584285.1	other mammals	DNA virus	Panthera	0.690928476948223	Panthera_pardus.PanPar1.0	0.7468723	643
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584295.1	other mammals	DNA virus	Panthera	0.725849218411386	Panthera_pardus.PanPar1.0	0.7468723	647
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584305.1	other mammals	DNA virus	Panthera	0.698490114458394	Panthera_pardus.PanPar1.0	0.7468723	617
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584325.1	other mammals	DNA virus	Panthera	0.690124250216532	Panthera_pardus.PanPar1.0	0.7468723	612
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584415.1	other mammals	DNA virus	Panthera	0.709836874192095	Panthera_pardus.PanPar1.0	0.7468723	640
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584435.1	other mammals	DNA virus	Panthera	0.720930948075318	Panthera_pardus.PanPar1.0	0.7468723	653
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584445.1	other mammals	DNA virus	Panthera	0.707164450903933	Panthera_pardus.PanPar1.0	0.7468723	643
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584455.1	other mammals	DNA virus	Panthera	0.719732711370522	Panthera_pardus.PanPar1.0	0.7468723	651
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584465.1	other mammals	DNA virus	Panthera	0.689300744544727	Panthera_pardus.PanPar1.0	0.7468723	638
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584485.1	other mammals	DNA virus	Panthera	0.697903820321424	Panthera_pardus.PanPar1.0	0.7468723	646
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584495.1	other mammals	DNA virus	Panthera	0.710186126842644	Panthera_pardus.PanPar1.0	0.7468723	656
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584505.1	other mammals	DNA virus	Panthera	0.682232748456551	Panthera_pardus.PanPar1.0	0.7468723	628
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584515.1	other mammals	DNA virus	Panthera	0.734587049923302	Panthera_pardus.PanPar1.0	0.7468723	555
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584535.1	other mammals	DNA virus	Panthera	0.719664372867212	Panthera_pardus.PanPar1.0	0.7468723	622
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584555.1	other mammals	DNA virus	Panthera	0.727166052465558	Panthera_pardus.PanPar1.0	0.7468723	639
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584565.1	other mammals	DNA virus	Panthera	0.71938634312918	Panthera_pardus.PanPar1.0	0.7468723	620
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584595.1	other mammals	DNA virus	Panthera	0.715421967191656	Panthera_pardus.PanPar1.0	0.7468723	632
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584615.1	other mammals	DNA virus	Panthera	0.723466160476838	Panthera_pardus.PanPar1.0	0.7468723	640
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584635.1	other mammals	DNA virus	Panthera	0.716609586424301	Panthera_leo.PanLeo1.0	0.740234	670
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584665.1	other mammals	DNA virus	Panthera	0.691855143766467	Panthera_pardus.PanPar1.0	0.7468723	626
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584675.1	other mammals	DNA virus	Panthera	0.695065241912298	Panthera_pardus.PanPar1.0	0.7468723	631
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584685.1	other mammals	DNA virus	Panthera	0.707297231252142	Panthera_pardus.PanPar1.0	0.7468723	658
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584705.1	other mammals	DNA virus	Panthera	0.722668155371473	Panthera_pardus.PanPar1.0	0.7468723	641
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584715.1	other mammals	DNA virus	Panthera	0.72874535629974	Panthera_leo.PanLeo1.0	0.740234	641
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584725.1	other mammals	DNA virus	Panthera	0.722136505320128	Panthera_leo.PanLeo1.0	0.740234	633
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584735.1	other mammals	DNA virus	Panthera	0.700653576367021	Panthera_pardus.PanPar1.0	0.7468723	604
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584745.1	other mammals	DNA virus	Panthera	0.755730104204423	Panthera_pardus.PanPar1.0	0.7468723	567
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584335.1	other mammals	DNA virus	Panthera	0.694294276105369	Panthera_pardus.PanPar1.0	0.7468723	624
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584525.1	other mammals	DNA virus	Panthera	0.707293970123985	Panthera_pardus.PanPar1.0	0.7468723	630
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584575.1	other mammals	DNA virus	Panthera	0.720031456997244	Panthera_pardus.PanPar1.0	0.7468723	624
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584655.1	other mammals	DNA virus	Panthera	0.74567241864323	Panthera_pardus.PanPar1.0	0.7468723	647
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Metazoa:GCF_018584545.1	other mammals	DNA virus	Panthera	0.710589668427712	Panthera_leo.PanLeo1.0	0.740234	611
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Oncorhynchus mykiss:GCF_018584625.1	other mammals	DNA virus	Panthera	0.752214793936844	Panthera_pardus.PanPar1.0	0.7468723	643
Genomoviridae sp. :Genomoviridae sp.:ssDNA:unidentified:GCF_018591265.1	other mammals	DNA virus	Panthera	0.707268314680877	Panthera_pardus.PanPar1.0	0.7468723	640
Lyssavirus rabies :Lyssavirus rabies:ssRNA(-)::GCF_000859625.1	other mammals	RNA virus	Panthera	0.691122475189132	Panthera_pardus.PanPar1.0	0.7468723	3615
Middelburg virus :Middelburg virus:ssRNA(+):Aedes vittatus:GCF_000921735.1	other mammals	RNA virus	Panthera	0.668709519761464	Panthera_pardus.PanPar1.0	0.7468723	3668
Morbillivirus canis :Morbillivirus canis:ssRNA(-)::GCF_000854065.1	other mammals	RNA virus	Panthera	0.668368198272962	Panthera_pardus.PanPar1.0	0.7468723	4989
Norovirus GII :Norwalk virus:ssRNA(+):Homo sapiens:GCF_003638685.1	other mammals	RNA virus	Panthera	0.708238933153273	Panthera_pardus.PanPar1.0	0.7468723	2507
Norovirus GII :Norwalk virus:ssRNA(+):Homo sapiens:GCF_004193815.1	other mammals	RNA virus	Panthera	0.724134761523865	Panthera_pardus.PanPar1.0	0.7468723	2502
Norovirus GII :Norwalk virus:ssRNA(+):Homo sapiens:GCF_008711635.1	other mammals	RNA virus	Panthera	0.718158692366018	Panthera_pardus.PanPar1.0	0.7468723	2492
Panthera leo polyomavirus 1 :Betapolyomavirus pantherae:dsDNA:Panthera leo:GCF_004132905.1	other mammals	DNA virus	Panthera	0.694141761934575	Panthera_pardus.PanPar1.0	0.7468723	3214
Parainfluenza virus 5 :Orthorubulavirus mammalis:ssRNA(-)::GCF_000854805.1	other mammals	RNA virus	Panthera	0.656415510030037	Panthera_pardus.PanPar1.0	0.7468723	4893
