Geneid,Length,mono_Ctrl_1,mono_Ctrl_2,mono_XS1_1,mono_XS1_2,mono_XS2_1,mono_XS2_2,mono_XS4_1,mono_XS4_2
ENSG00000257921,806,326.5,398.5,387.5,428.25,299,440.75,358.25,481.5
ENSG00000123297,1431,1356,1681,1555.5,1691,1172.5,1717.61,1389.5,1979.5
ENSG00000205592,3390,0,0,0,0,0,0,0,0
ENSG00000165805,1242,0,0,0,0,0,0,0,0
ENSG00000133641,1007,655.83,780.67,766.17,804,747.5,991.33,675.83,1123.67
ENSG00000158113,1968,7.5,8.5,8,11,7,19.5,10,9
ENSG00000204671,492,0,0,0,0,0,0,0,1
ENSG00000176383,1134,58,76,57,69,65,59,52,74.5
ENSG00000256861,1614,915.5,1129.5,1038.25,1053.67,881.75,1192.75,894.75,1335.75
ENSG00000139719,2043,1121,1349.5,1255.25,1249.17,1031.25,1468.25,1069.25,1631.25
ENSG00000166130,1884,582.5,753,621,723,540.5,810.5,550,870.5
ENSG00000120802,2960,7209.67,9297.33,8388.83,8688.67,6975,9995.83,7018.83,10320
ENSG00000139194,457,8,4,6,6,3,6,0,5
ENSG00000139182,3687,1772,2147.5,1977.5,2117.5,1668,2299,1538.5,2189.5
ENSG00000215009,1740,0,0,0,0,0,0,0,0
ENSG00000258052,228,32,36,33,25,20.75,40,20.5,42
ENSG00000166268,2741,1,0,0,2,1,4,1,4
ENSG00000135643,634,66,95,94,93,68,96,59,84
ENSG00000175899,4422,1,8,2.5,8,3,6,6,5
ENSG00000017427,657,0,0,0,0,0,0,0,0
ENSG00000166148,1274,21,21,26,27,11,18,18,19
ENSG00000110987,693,633,752,706.5,787,624,800,653,896
ENSG00000174099,865,153.5,203.5,157,201,151,204.5,142,248.5
ENSG00000110881,2475,349.5,419,352.5,409.5,331,495,323.5,428
ENSG00000235162,345,390.5,477,405.5,467.5,363.5,458.5,350.5,432
ENSG00000284791,279,0,0,0,0,0,0,0,0
ENSG00000205810,813,14.28,17.37,28.1,25,17.96,25.6,17.93,23
ENSG00000179295,1840,1485.36,1925.98,1710.58,1804.81,1545.05,2182,1370.5,2010.01
ENSG00000090612,3029,122.81,157.1,188.45,156.17,174.75,196.92,145,222.03
ENSG00000127334,1935,228,264,214,255,199,305,228,324
ENSG00000136051,3528,924,1225.5,1069.5,956.5,908.5,1250.5,879.5,1327
ENSG00000198001,1381,119,154,103,119,103,132,109.5,131.5
ENSG00000139620,2101,568,721,719,808.5,615.5,908,676,996
ENSG00000111700,2206,0,0,0,0,0,0,0,0
ENSG00000111206,2406,1066.25,1311.75,1211.33,1280.5,1002.75,1444.5,950,1464.25
ENSG00000123352,1967,465,631.33,564.5,497.14,464.33,610.2,406,562.33
ENSG00000111271,3288,313.2,391.75,345.5,379.75,300.5,401,276.25,450.5
ENSG00000161850,1539,0,0,0,0,0,0,0,0
ENSG00000166006,2258,1.83,1.5,1.25,2.17,1,1.75,0.5,3.42
ENSG00000133858,6050,870,1116,956,941,799,1096.5,781.5,1185
ENSG00000139350,2022,775.5,1152,967,977,847,1342.5,834.5,1221
ENSG00000111077,4359,59,58,66,67,52,75,60,51
ENSG00000002016,1586,140.5,175,209.5,192.5,142,209.5,154.5,214.5
ENSG00000111684,1503,465.5,537,497.5,526.5,380,574.5,446.5,612.5
ENSG00000182326,2283,6,8,8,7,6,11,11,14
ENSG00000159403,2167,372,427,378,395,309,482,329,418
ENSG00000139197,2041,1270.5,1632.5,1320.83,1424,1113,1576.83,1082.5,1571
ENSG00000139438,1356,30.5,47,42,38,38,32,28,42
ENSG00000111199,2642,128,151,132,154,100,152,115,166
ENSG00000139433,666,455.5,532.5,521.5,522.5,424,544,429.5,536.5
ENSG00000139151,2096,0,1.11,2,0.2,1,0.25,1.38,1
ENSG00000177938,897,0,0,0,0,0,0,0,0
ENSG00000139144,4507,0,0,0,1,0,1,0,0
ENSG00000083782,966,0,0,0,0,1,0,0,0
ENSG00000139329,1014,96,121,124,98,72,126,74,122
ENSG00000011465,1399,4,5,0,6,4,7,4,7
ENSG00000111775,327,4389,4926.16,4451,5408.16,3824.58,5762.66,4025.25,5804.25
ENSG00000111780,502,1823.17,2126.17,1934.83,2270.92,1659.58,2420.75,1764.08,2438.08
ENSG00000170855,228,618,703,671,804,619,887,665.5,1001
ENSG00000257218,506,490.83,602.58,565.75,644.75,497.33,683.25,506,715
ENSG00000111786,671,7256.67,8093.67,7734.25,8926.67,6587,8949,6682.5,9904.5
ENSG00000088986,336,4973.5,5910.35,5799.73,6370.11,4702.76,6898.68,4982.71,7345.96
ENSG00000110871,1106,690,874.5,848,946,584,969,654,927.33
ENSG00000167272,489,1025.5,1216,1119.5,1221,955,1273.5,1003,1475
ENSG00000272822,807,1153.59,1463.44,1413.87,1458.73,1161.74,1584.12,1194.95,1696.42
ENSG00000139537,1514,27,31.5,31,41,18,38,28,34
ENSG00000134285,966,2,11,11,10.5,5,12,3,10.25
ENSG00000169884,1202,75,98,115,125,87,114.5,74,121
ENSG00000125084,1110,1,1,4,0,0,1.25,1,2
ENSG00000181418,2133,32,34,32,41,30,50,34,45
ENSG00000167550,629,15,32,49,45,42,54,38,61
ENSG00000139549,1188,0,1,2,1,0,2,1,1
ENSG00000123416,1497,44218.65,55721.6,49551.64,52763.85,42248.73,58724.62,41704.04,61090.4
ENSG00000134287,543,1017.58,1275.5,1229.25,1289.67,1019.25,1369.83,1024,1459.04
ENSG00000111652,1015,1663,2101.5,1920,2174.75,1681,2409,1650.5,2537
ENSG00000089692,1598,0,1,1,2,1,1,1,2
ENSG00000010610,1376,0,1,1,0,2,1,2,0
ENSG00000250510,1893,33,48.5,42.5,57.5,35,58.5,37,49.5
ENSG00000110811,2208,618,738.5,750.33,786.5,536,738,555.5,773.5
ENSG00000111664,1033,14.67,19.17,14.5,14.17,11.5,15.5,16.5,16
ENSG00000010626,1276,100,102,132,135,98.5,139,92,156
ENSG00000111674,1331,2504.75,3202,3222.83,3330.33,2684.58,3569.08,2378.83,3167.83
ENSG00000111676,3570,1117.42,1515.33,1307.56,1314.42,917.42,1340.01,987.21,1362.26
ENSG00000111678,460,2175,2595,2333,2984,1926.33,2815.5,2020.5,2877.5
ENSG00000111679,2065,55,93,80,100.5,74,101,78.5,75.5
ENSG00000126749,828,1481.5,1762,1758,2010.5,1472,2096.5,1567,2508.5
ENSG00000111669,858,21840.7,26601.54,23993.8,28233.24,20931.64,30188.29,20351.62,28744.22
ENSG00000204842,4624,1722.18,2352.69,1952.29,1871.31,1571.18,2131.45,1502.29,2221.41
ENSG00000139163,1657,1685.5,2088,1729,1806,1449.5,2044,1449,2180.5
ENSG00000284934,132,0,0,0,0,0,0,0,0
ENSG00000187109,1479,8575.39,10828.46,9648.11,9853.29,7876.06,11639.08,7901.18,12491.17
ENSG00000078237,810,565,664.5,629,657.5,539.5,730,553,883
ENSG00000118972,753,11,14,21,16,10,11,13,11
ENSG00000118971,909,1488.75,1860.5,1663.67,1832.25,1413.75,2081.5,1444,2114.25
ENSG00000135414,1221,336,419.5,317,363,235.12,363,238,348
ENSG00000205323,678,1199.67,1441.33,1399.92,1483.5,1200.58,1775.58,1245.33,1763.75
ENSG00000257390,1771,839.67,1040.83,971.42,1059.5,800.58,1243.08,830.83,1265.75
ENSG00000123353,459,954,1238.5,1190,1316,978,1421,993,1597
ENSG00000123342,1630,0,1,1,1,0,1,0,1
ENSG00000065357,2477,113,134,155,162,124,179,126,175
ENSG00000184574,1116,7,5,6,4,4,11,5,8
ENSG00000111644,1642,0,0,2,3,1,1,0,0
ENSG00000111653,779,598.5,716.5,646,742.33,565,743.5,608,810.5
ENSG00000159335,383,4045,4092.5,4048.5,5178.67,3634.5,5469.28,3605,5124
ENSG00000170426,939,0,0,0,0,0,0,0,0
ENSG00000166856,1800,0,0,0,0.2,0,0,0,0
ENSG00000166860,2136,155,233,233,257,175.33,239,206,280
ENSG00000166863,476,5,8,8,6,8,4,4,14
ENSG00000166866,3133,4,2,1,2.5,2,5,3,7
ENSG00000166881,1332,993.5,1294,1107,1148,952,1399.5,906,1337.5
ENSG00000166886,1575,232,318,314,353,309,389,314,455
ENSG00000166888,2595,430,595,479.5,467,341,508,354,521
ENSG00000061273,3261,477,581,482.5,563.5,390,544.5,370,515.5
ENSG00000111424,1633,124,150,137,172,172,200,137,212
ENSG00000134291,864,1345.5,1686,1526,1645,1238,1794.5,1177,1849
ENSG00000139219,4461,8722.67,9941.17,6840.33,7987.33,5956.5,8323.33,5596.17,7442.33
ENSG00000079387,2063,412,520,479.5,518,422.5,624,445,635
ENSG00000086598,624,3421,4046,4214.5,4148.5,3436.5,4770.5,3612.83,5143.5
ENSG00000111364,1818,868,1097,1031,1079,897,1182,924,1403
ENSG00000111361,1146,1660,2018.83,1817,2079.5,1436,2193,1617.5,2529
ENSG00000111358,1015,1030.5,1313,1282,1293.5,1030,1624.5,1116,1698
ENSG00000185344,2712,677.5,885,772,873.5,665.5,973.5,745.5,1082.5
ENSG00000197653,14010,11,12,12,7,10,19,11,19
ENSG00000152137,1152,382,485,487,569,412,668,429,677.5
ENSG00000165935,1029,0,0,0,0,0,0,0,1
ENSG00000110841,3329,426,682.5,579,562,466.5,643,428,635.5
ENSG00000174236,708,0,0,0,0,0,0,0,0
ENSG00000061794,975,1571.5,2034,1809.5,1942.5,1537.5,2186,1652.5,2420.5
ENSG00000087448,1561,313,362,349,368,260,348,272,418
ENSG00000087494,659,14,26,23,22,18,30,19,23
ENSG00000198707,8390,280,400.5,339.5,331,282.5,383.7,274.5,399.5
ENSG00000067182,1843,552,630,564,682.5,480,704.5,464,746.5
ENSG00000110799,8564,0.5,4.5,6,4,0.5,2.5,1.5,3
ENSG00000198855,1743,38,74,64,73,52,79,50.33,76.5
ENSG00000075856,3028,1911,2493,2148,2295,1843,2440,1657,2570.5
ENSG00000136003,702,591.5,731.5,655.5,745.5,518,771.5,571.5,830.5
ENSG00000183160,849,2,0,1,1,1,2,2,2
ENSG00000134531,670,10,18,20.5,15,15.5,17.5,14,29
ENSG00000111305,1291,0,0,3,0,0,1,0,2
ENSG00000110900,798,7,7,6,5,5,9,2,8
ENSG00000063046,1933,2560.76,3134.56,3060.86,3064.33,2586.36,3205.99,2433.34,3631.59
ENSG00000135124,1250,105.5,138.33,120,147,121,177.33,105.33,150.5
ENSG00000151239,1582,652.5,822,734.8,653.17,589.5,856.5,569.67,857
ENSG00000139155,2239,0,0,0,0,0,0,0,0
ENSG00000167528,1431,161,175,165.5,166,142,192,149,225
ENSG00000139116,5061,511.75,693.33,562.25,541.17,462,734.33,474,722.5
ENSG00000123064,2646,2745,3271.33,2922.5,3248.5,2616,3269.5,2607.5,3639.17
ENSG00000184613,2809,466.5,543.5,525.5,602.5,435.5,711.5,421.5,629
ENSG00000111716,1023,29049.21,36138.33,33336.75,34514.75,28109.89,40785.21,28114,43345.67
ENSG00000139330,1056,0,0,0,0,0,0,0,0
ENSG00000135108,1907,1578.5,1927.75,1753.5,1959.5,1549.5,2278,1545.17,2390.33
ENSG00000127328,1618,346,456,403.5,405,327.75,524.5,336,537
ENSG00000139263,3549,897,1080.5,1052.5,1143.5,907,1312,906,1340.5
ENSG00000161642,1296,491,606,554,751,486,647,429.5,649
ENSG00000177675,4442,0,1,0,2,1,3,0,0
ENSG00000111783,2399,2,0,0,1,0,0,1,0
ENSG00000186815,2862,131,174.28,159.35,150.83,123,183.94,115.33,158.81
ENSG00000110876,1284,3,2,2,3,4,2,7,7
ENSG00000123096,747,2,2,2,0,0,0,1,4
ENSG00000110880,1587,3026.5,4078.5,3633,3618,3167.5,4317.5,2976,4504
ENSG00000167580,977,0,0,0,0,0,0,0,0
ENSG00000176871,1295,106,114,101,108,78,128,90,122
ENSG00000172572,3423,41,60,62,50,35,56.5,35,36
ENSG00000123066,6895,627,839.5,659.5,689,578.5,799,575,770.5
ENSG00000134545,700,4.65,6.25,4.53,4.33,5.83,5.28,7.03,6.67
ENSG00000118307,2433,6,2,9,12,10,10,11,14
ENSG00000205707,419,73,104.5,102,89,91,117,74,132.5
ENSG00000205693,1020,0,0,0,0,0,0,0,0
ENSG00000076248,1044,2582,3299.5,2859.83,3009.58,2418.67,3341,2523.83,3777.17
ENSG00000076555,7501,150,202,182.5,190,164,195,142,232
ENSG00000139445,1718,88.67,105,91.83,101.17,89.33,114.33,73.83,111.67
ENSG00000174527,3114,1,1,0,1,0,2,1,0
ENSG00000110906,1128,824,921,879,956,803,1098,807.5,1154
ENSG00000151148,3642,360,423,376,397,295,421,284,441
ENSG00000139428,1000,757.5,913.1,773.62,898,744,969,740,891
ENSG00000110921,1401,392,487,420.5,439,365.5,479.5,327.5,494.5
ENSG00000033030,2126,400,542,542,546,429,589,492,725
ENSG00000111011,1378,1744.5,2210.83,2167,2218,1830,2735,1894,2834
ENSG00000184445,6627,1963,2624.5,2213.5,2228.5,1821.5,2757,1856,2726.5
ENSG00000182782,1089,0,0,0,0,0,0.5,0,0
ENSG00000255398,1161,0,0,0,0,0,0.5,0,0
ENSG00000196917,1038,0,0,0,1,2,0,1,0
ENSG00000130783,2097,5,10,11,7,6,13.5,6,17
ENSG00000130787,3204,527.5,609.5,610,683,535,729.5,470,723.5
ENSG00000139722,960,353,455,411,467,326,469,359,541
ENSG00000150967,2415,90,112,103,109.5,90,113,112,135
ENSG00000111325,1269,242,267,235.5,302,216,314.5,221.5,322
ENSG00000167612,1421,1,2,1,1,0,4,2,0
ENSG00000139567,1656,29,43,33,28,27,36,22,43
ENSG00000135503,1874,436,519,502,523,473,584,418,645
ENSG00000161835,1210,3,5,10,6,4,11,8,15
ENSG00000123358,2254,119.5,165,155,188,127,195,125,173.5
ENSG00000179088,1153,0,0,1,0,0,1,3,1
ENSG00000136011,7910,0,0,0,0,0,1,0,0
ENSG00000155980,3810,433,637,514,473,382,584,376.5,536
ENSG00000170439,828,188,263,221,245,152,236.33,157,284
ENSG00000135424,3779,351,440,415,452.5,370,486.5,361,478
ENSG00000258311,366,530.5,636.17,568,678.17,517.5,743.5,483.5,763.5
ENSG00000135441,534,771.5,968.17,856.5,1059.67,756.5,1114,768.5,1140
ENSG00000135437,954,7,10,6.5,6.5,4,7.5,6,11.5
ENSG00000135404,715,4054.5,4976.5,4632.5,5182,3732.67,5371,3991,5777
ENSG00000111412,615,118.33,135,131.5,123,89.5,130,110,152
ENSG00000135116,273,44,45,52,52,36,46,43,45
ENSG00000184954,936,0,0,0,0,0,0,0,0
ENSG00000205327,936,0,0,0,0,0,0,0,0
ENSG00000111319,2208,1,1,3,1,2,0,6,6
ENSG00000111321,1443,6,14,9,9,3,7,5,11
ENSG00000139192,1404,2,0,2,1,1,3,1,3
ENSG00000010278,1167,2065.5,2561,2264,2590.5,1930,2848.5,1923.5,2913.5
ENSG00000110955,1587,26999.5,34423.5,29573.33,33115.83,25125.5,36579.83,25765,38560.83
ENSG00000110958,494,6312.1,7737.42,7243.87,7349.98,6100.32,9310.91,6050.22,9205.51
ENSG00000285625,588,3997.05,4526.04,4548.62,4990.97,3978.21,5459.99,4033.46,6190.38
ENSG00000198056,1392,1000.5,1315.54,1229.25,1292.58,1009.21,1421.45,1038.27,1590.55
ENSG00000025423,951,59,64.5,68.5,69.5,54.5,83,63,88
ENSG00000196531,6250,11491.15,14525.52,13878.93,14163.17,11591.41,16653.51,11870.64,18546.45
ENSG00000283536,516,1,1,0,0,0,0,1,0
ENSG00000182544,1671,334,401,385,429,278,390,319,479
ENSG00000135476,6426,2811.5,3651.5,3301,3370,2714,3748.5,2586.5,3851.5
ENSG00000123349,526,4367,5434,4983,5655,4010.83,5903,4335,6583.5
ENSG00000139637,1128,1207.5,1600,1473,1663,1237,1739.5,1310.5,1920.5
ENSG00000094914,1641,2241.5,2845,2632.5,2826.5,2018,3032.7,2228,3369.5
ENSG00000170374,1293,0.5,0,1,0,2,0,0,1
ENSG00000185591,2355,3216.33,4285.5,3629,3822.5,3112.83,4476.83,2982,4526
ENSG00000135409,1720,53,48,62,58,54,85,57,68
ENSG00000205352,537,669.12,834.6,765.41,927.11,700.43,985.6,696.83,1143.63
ENSG00000094916,573,1377,1840.5,1749,1659.5,1625,2209,1497,1762
ENSG00000123405,1119,7,9,13,5,8,14,12,10
ENSG00000111481,714,2525,3049.67,2908.5,2969.5,2298.5,3237.5,2428.5,3506.5
ENSG00000139572,1188,0,0,0,1,0,1,0,0
ENSG00000111639,384,3080.17,3663,3158.33,3695.17,2772.83,4401.67,2933.67,4397.67
ENSG00000010292,4203,8889.5,11003.33,9421,9975.67,7669.5,11112.5,7529,11494.5
ENSG00000111640,1019,55161.58,68586.95,60675.54,67399.01,52292.05,70968.1,50165.38,71752.69
ENSG00000111641,2652,2876.83,3804.53,3405.83,3675,3016.14,3812.96,3342,4700.11
ENSG00000285238,5040,4960.49,6406.14,5630.39,5668.55,5252.89,6333.78,4841.67,6271.65
ENSG00000111642,6249,6618.49,8640.64,7531.89,7491.05,6907.39,8350.28,6379.67,8288.65
ENSG00000015153,1027,353.5,381.5,379,441.5,334.5,511.5,352.5,544.5
ENSG00000134283,1803,1343.47,1794.14,1610.71,1489.53,1392.18,1832.96,1312.89,2014.09
ENSG00000139168,684,513.87,664.5,607.67,687.67,526.83,853.33,536,804.5
ENSG00000010295,1732,235.5,288.5,288.83,324.5,238,350,258.5,361.5
ENSG00000224982,327,1,0,1,1,1,1,1,3
ENSG00000111725,825,486,637,524,621,477,663,511,781
ENSG00000122966,6647,802.83,1005,916,897.5,772,1096,755.5,973
ENSG00000089693,776,3582.5,4483.5,4096,4704,3417,5141.5,3614,5228.5
ENSG00000215021,1218,8465,10433,9624.33,10313.5,8109.5,11211.83,8522.5,12550.33
ENSG00000120837,630,277,383.5,397,386,331.5,481.5,313,516.5
ENSG00000198431,2248,2178,2709,2629.83,2962,2341,3378,2507,3655
ENSG00000255150,999,0,2,0,3,1,1,2,1
ENSG00000135119,1585,388.5,480,427.5,519.5,340.5,501.5,327,544
ENSG00000149948,792,611,670,582.58,648,503,750.67,459,625
ENSG00000111596,1939,1017,1394,1306.5,1255.33,1058.5,1501,1088,1693
ENSG00000139190,381,304.5,388.5,376,457,261,419,253,447
ENSG00000135486,1515,5984.14,7521.64,6920.32,7396.11,5651,7718.84,5751.2,9013.04
ENSG00000174206,1406,82,113,107,116,99,129,98,136
ENSG00000185306,1866,0,0,0,0,0,0,0,0
ENSG00000184575,2886,1499.17,2031.25,1987,1982.83,1525.33,2349.08,1638.42,2520.16
ENSG00000285901,1353,1446.75,1770,1569.67,1792.75,1362.25,1960.5,1359,2040.75
ENSG00000175203,1307,4889,6211.33,5440,5826,4637.5,6548.5,4520.5,6868.5
ENSG00000184047,1285,995.5,1258,1201.83,1264.5,994.5,1397,987.5,1524.53
ENSG00000110844,2679,199.5,209,168.5,207,129,232,138.5,175
ENSG00000111667,2574,5663.33,7078.5,6346.5,6758.5,5157,7087.5,5213,7685.5
ENSG00000127329,6745,23,15,27,16,11,17,22,18
ENSG00000072609,2161,270,289,226.2,324,246,321,286,418
ENSG00000139193,780,0.5,0,1,1,0,0,0,1
ENSG00000139200,847,151,148,158,207,137.5,192,113,139
ENSG00000139631,1643,104,103,119,123.5,106,136,102,135
ENSG00000166225,1524,127,166,148,136,148,177,124,216
ENSG00000111404,667,0,1,0,0,0,0,0,0
ENSG00000173262,1808,252.92,335.92,293.5,257.25,259,369.25,220.33,275.92
ENSG00000198040,2428,141.39,206.56,213.31,205.11,186.74,291.04,182.45,274.4
ENSG00000076108,5737,3636.5,4791.5,3622,3800,2910.5,4140,2867,3998.5
ENSG00000139718,5898,491.17,563.37,466.44,515.02,350.73,521.11,382.46,556.5
ENSG00000070961,3926,1448.5,1976.5,1680,1538.5,1325.5,1986.5,1321,1932
ENSG00000139211,1566,76,76,80,78,61,107,65,93
ENSG00000198178,641,0,1,0,2,2,3,0,1
ENSG00000139220,4019,13,9,12,6,9,18,8,19
ENSG00000111247,1070,1310,1768.5,1766,1845,1577,2249.83,1558,2160.5
ENSG00000198015,592,1543.33,2083.17,1867.33,1951.5,1572.5,2459.67,1586,2424
ENSG00000185480,2038,554,732.5,608,662,553.5,778.83,556,819.5
ENSG00000121314,927,0,0,0,0,0,0,0,0
ENSG00000119242,995,125,137,157,137,124,176,107,160.5
ENSG00000129317,2103,488,671,576.5,553,513,733,488,747
ENSG00000111665,917,881.5,1152.5,939,1083,818,1129.5,898.5,1255.5
ENSG00000111671,926,62,94,90,86,71,77,65,88
ENSG00000177575,3577,0,0,0,0,0,0,0,0
ENSG00000196876,6417,50,74.5,49,44,44,75.5,54.5,62.5
ENSG00000183735,2669,547,764,699,594,559.5,804.5,567,918
ENSG00000153179,1075,261,300,265,290,258,379,227,320.33
ENSG00000135677,1776,1859,2435,2007.5,2067,1685,2489,1658,2330.5
ENSG00000288591,1941,27.5,31.5,33,34,27.5,46.5,26,33.25
ENSG00000156076,1137,25,40,31.5,35,26,29,21,41
ENSG00000174106,2733,882,1109.83,939,1059.5,869,1156,909,1286
ENSG00000073060,1951,969,1150.5,1032.5,1285,887,1315,931,1436
ENSG00000150991,2055,36592.39,44821.37,40288.95,40782.8,33882.6,44529.64,35502.2,51655.94
ENSG00000185432,732,383,525,371.5,434.5,365.5,528,326.5,474.5
ENSG00000214511,291,0,0,0,0,0,0,0,0
ENSG00000050426,1186,425,524,455.5,519.5,402,559.5,458,606.5
ENSG00000110925,1629,256,308,301,340,292,346,270,361
ENSG00000135457,1506,713,963.5,867.5,816.17,711.5,996.83,741.5,1099.33
ENSG00000184271,1833,44,44,37.5,41.5,27,49,39,38
ENSG00000061936,3009,1509,1936,1611,1856,1372,1941.5,1387,2094.5
ENSG00000177169,3150,348,382,342,369,280.5,359,273.5,382
ENSG00000177192,1537,753.33,868.5,738,939.86,653,899.75,691,1082
ENSG00000198598,1861,47,57.25,56,50,53,58,33.33,69
ENSG00000204583,570,0,0.11,0,0,0,0.14,0.14,0
ENSG00000187848,1515,14,21,17,13,14,21,12,18
ENSG00000177084,7005,4323.5,5489,4825.5,5278,4184,5573,4149.5,5819
ENSG00000176894,926,555,645,610,672,498,645.5,466.5,691
ENSG00000247077,913,2250.25,2603,2501,2774,2193.5,2929.83,2244,3248.5
ENSG00000112787,4646,818,993.17,837,1076,754.17,980,751,1051
ENSG00000231738,865,4,9,10,14,6,6,12,9
ENSG00000166598,2729,37716.03,48203.56,48607.58,49334.99,36352.86,53894.78,39947.24,62388.16
ENSG00000204954,366,288.5,352,293.5,365.5,254,418,274.5,416
ENSG00000139372,1241,1338,1719.83,1560,1647.5,1396.33,1937.08,1406,2198.25
ENSG00000188906,7826,87,116,101,106,93,130.5,87,137
ENSG00000072041,2532,1419,1936,1782.5,1885,1579,2306.5,1622.75,2474.5
ENSG00000139304,7863,0,1,0,1,2,0,0,1
ENSG00000165899,7190,1,0,1,1,0,4,0,3
ENSG00000121361,1272,166.5,235,237,231,187,312,201,306
ENSG00000089127,1743,2,3,4,5,2,4,3,3
ENSG00000111331,3755,545.5,686,596.33,625.5,535,652,470,698.5
ENSG00000111335,2531,0,0.11,0,0.11,0.11,0,0,0.11
ENSG00000157895,961,495.5,590,548,665,471.5,690,501,726
ENSG00000135114,1593,7.5,12,13,13,15,12,8,14
ENSG00000177119,3263,561,828.5,678.5,677,539.5,820,552.5,774
ENSG00000168778,2261,210,266,256.5,263,197,371,218,264
ENSG00000111229,534,3093.85,4007.58,3628.18,3750.86,2927.6,4456.34,2926.45,4607.59
ENSG00000111231,1047,1174.5,1486,1437,1494,1224,1645,1232.5,1806.5
ENSG00000204856,819,1251,1600,1519,1586,1331,1922,1304,2046
ENSG00000111237,645,1628,2039,1913,1912,1582.5,2421,1624.5,2446
ENSG00000151164,1445,4,9,9,8,8,11,13,11
ENSG00000196850,912,150,211,198.5,185,170.5,237,149.5,249
ENSG00000122986,828,73.75,89,101.5,113.83,78,143,94,126
ENSG00000186298,1251,3977,4993.5,4738.5,4646.5,3914.83,5649.33,3943.5,5801.83
ENSG00000204852,2429,235.5,282.5,260.25,313,202,336,199.5,285
ENSG00000167552,1508,25444.08,32006.31,28031.33,30203.26,23690.03,33054.52,23239.21,34157.46
ENSG00000167553,1850,29438.55,37132.68,33002.75,35001.61,27914.03,38883.21,27441.25,40824.45
ENSG00000135406,1413,83.1,78.01,80.2,84.8,52.45,86.6,74.4,91.19
ENSG00000135451,2775,1435.31,1756.41,1560.64,1768.84,1475.47,1995.24,1464.85,2278.67
ENSG00000186897,714,110.5,119.33,106,150.5,109,135.83,87.5,109.5
ENSG00000178401,1023,34,39,37,53,21.5,38.33,33,36
ENSG00000151176,1767,877,1163,1098.5,1199,892.5,1294.5,916.5,1358
ENSG00000135094,1266,2,0,0,0,0,1,1,2
ENSG00000139410,993,226.5,282,248,273,194,266,198,282
ENSG00000089116,1206,0,0,0.5,1.5,1,0.5,0.5,0
ENSG00000089060,1885,171.5,215,181,213,185,243,161.5,264
ENSG00000111540,750,758,907.83,772.83,815.83,726,922.83,607,920.17
ENSG00000139531,1635,296,348.5,305,338,267,365,273,390
ENSG00000123411,1801,13,27,23,25,19,23,21,21
ENSG00000197728,345,260.35,320.58,295.17,357.96,270.21,370.31,266.07,424.88
ENSG00000257411,489,1048.69,1357.18,1299.62,1360.64,1140.16,1648.67,1191.09,1917.67
ENSG00000170515,1262,5101.63,6564.32,6185.5,6548.4,5503.6,7644.96,5787.65,8767.84
ENSG00000229117,75,5662.69,6182.07,5672.7,7217.84,5181.51,7719.6,5301.29,8081.08
ENSG00000139641,3342,3235,4220,3611,3994.5,2842.5,4138.5,2966,4322.5
ENSG00000135482,1302,133,175,138,195,157,206,136,212
ENSG00000196465,624,632.92,718.42,699.83,880,581.75,873.83,591.17,842.17
ENSG00000092841,822,10433.05,12409.7,11357.93,12991.57,9323.6,14171.33,9605.63,14528.48
ENSG00000139613,3735,2652,3309.5,2902,3098,2249.5,3238,2354,3212
ENSG00000181852,1035,301,405.5,358.5,431.5,347.5,501,337.5,479
ENSG00000139579,633,883,975.5,975.5,1050,738.5,1160.5,850.75,1258.5
ENSG00000139540,1620,0,0,0,0,0,0,0,0
ENSG00000139645,3228,2579,3386,2537.67,2948,2133.83,3253,2226,3126
ENSG00000135469,862,229,306,271,280.5,213,359,246.5,357
ENSG00000062485,1432,4294.33,5522.04,5045.5,5230.08,4122.16,5916,4349.37,6414.82
ENSG00000144785,789,1292.5,1519.37,1484,1623.58,1199,1711.42,1284.46,1877.21
ENSG00000257727,551,796,951.75,940,978.25,725.25,1041.75,773,1152
ENSG00000135473,3606,600,764,648.5,785,555,792.5,525.5,718
ENSG00000110944,567,3,4,8,3,6,3,4,8
ENSG00000170581,2667,1101,1367,1101.5,1163,892,1246,844,1216
ENSG00000175336,978,0,0,0,0,0,0,0,2
ENSG00000134538,2073,0,0,0,0,0,0,0,0
ENSG00000121351,401,0,0,0,0,0,0,0,0
ENSG00000121350,1527,234.33,286.67,267.17,302,252,307.5,234.5,416.5
ENSG00000004700,1947,1033,1355,1204.5,1213.5,1048,1444.5,1089,1533
ENSG00000111711,432,298,411,396,385,317,521,338,497
ENSG00000134548,348,45,58,46,51,36,65,52,58
ENSG00000139131,1431,1337,1720.5,1601,1694.5,1265,1768,1310.5,1958
ENSG00000167535,1674,147,178,173,190,129,188,118,180
